id_worker,assigned_tasks,completed_tasks,absences,employee_calls,work_mode,location,start_date
efa8c6ec-eef2-4d5e-89b7-b1b2b2767adc,20,13,6,5,Híbrida,Cali,2023-03-29
cceb0ca9-f6d7-44a5-b574-4c7c27fb6ff5,28,10,16,10,Híbrida,Medellín,2015-06-14
32d47af4-58cf-4e4f-9a0c-281ebee2e230,10,9,4,1,Híbrida,Bogotá,2019-09-13
251964a9-cd81-471e-9e3e-c8bbaf19182f,21,17,7,5,Híbrida,Bogotá,2023-08-04
97d59d1e-ce30-4558-babc-afbb1bc61f07,18,12,6,6,Híbrida,Bogotá,2016-10-25
67aa079a-7c2e-4774-91aa-3989ebefc6a8,18,13,5,3,Remota,Medellín,2015-02-03
4ada6681-aad3-4bce-8f89-70ac39c00bd9,19,14,7,6,Híbrida,Medellín,2015-12-22
5d9ed7b0-00b2-4c20-878d-1b094e3056e4,30,12,13,9,Remota,Cali,2015-08-20
7d4efa37-7bd8-4531-82f7-519821122cc9,22,11,10,7,Híbrida,Pereira,2017-01-16
0468ddf8-c638-48b5-bbcf-ff93ee804cef,12,11,0,0,Remota,Cali,2017-09-07
1410cc02-d33c-4f9f-a689-fe745997dd54,25,12,12,7,Remota,Pereira,2017-10-24
e6577dc2-3a38-471e-b1b3-97bcf920d931,27,9,13,10,Remota,Bogotá,2014-08-06
2d20ac20-233a-487f-8131-eb52d60fa299,23,15,5,5,Remota,Bogotá,2014-12-31
69c3461d-6149-49a8-8dde-1e61966bb4c3,12,10,2,2,Remota,Medellín,2016-04-05
2018956c-0450-4628-a8f9-fc72b781415b,29,9,16,11,Híbrida,Bogotá,2016-12-31
39c412e6-f76c-4d36-83d1-9ada8f827aff,19,13,7,4,Remota,Cali,2019-11-10
51333d86-e396-440c-b7d6-d6ebb288a183,23,12,10,6,Remota,Bogotá,2015-11-30
2251b475-5f4c-4d87-b637-c0eff6b1c602,13,12,1,0,Híbrida,Cali,2015-02-23
56c81837-0b9c-499f-8a6c-8dd676d6c47e,22,12,9,8,Remota,Bogotá,2023-11-09
18d7f1bf-e345-4d8c-bfce-2fdbf9676d01,8,7,0,1,Remota,Pereira,2023-06-11
b35f2750-a05e-4cfb-9d43-1db381435001,20,15,8,4,Híbrida,Cali,2015-09-12
6bcd255b-2a0e-4677-84d3-9f4449a42e85,17,13,5,3,Remota,Cali,2018-05-24
c9a5d78e-7b28-42c4-8008-a6af906b9e05,24,13,9,5,Híbrida,Pereira,2016-06-21
57323782-be95-4422-bdd0-c0fd05ade02c,11,9,2,0,Remota,Bogotá,2018-07-06
39290f53-3506-41c2-b169-c0c069f0f87d,14,10,6,2,Híbrida,Cali,2015-01-30
be5c0316-4051-47ce-b3e8-15bfb2a301a0,26,10,13,8,Remota,Bogotá,2021-08-14
b1f3785d-c2a4-4c16-a82d-f7a46673f400,24,14,10,5,Remota,Bogotá,2016-05-09
8da74991-4288-49ea-8779-1ecd141c6006,9,8,2,0,Remota,Bogotá,2021-06-21
b04586f5-03cb-4dbd-ae0d-51844e32f3ee,14,11,2,4,Remota,Bogotá,2018-05-21
7c82da6e-a6b3-4d89-a5c4-4069ad5b7709,17,14,5,3,Híbrida,Cali,2016-12-18
de8536b1-c475-40f6-bc94-edbf1b327d4a,24,10,12,9,Híbrida,Bogotá,2017-09-25
31149ed2-056b-424b-b4f2-0fa22e637cd1,23,12,10,6,Remota,Bogotá,2023-08-24
5bebfd4f-b0a6-47a8-b8fc-c20b3a5ab435,9,8,0,0,Remota,Cali,2013-11-26
70ab78b3-d8a7-4f4d-affb-149b19566e92,20,14,10,4,Remota,Bogotá,2013-08-20
301f3508-60ef-4f28-8cc5-b2cd24484496,29,14,12,8,Remota,Medellín,2022-10-25
19e4f63a-ad83-4f67-aa57-b4bbe4881f84,30,12,14,10,Híbrida,Bogotá,2016-01-26
4bc09011-b2fe-4ddb-a700-c0bd4ba78b1b,26,15,10,6,Remota,Cali,2017-09-12
551de949-90a3-4951-af1f-4ec12544cc05,18,12,7,3,Remota,Cali,2020-10-28
cc84796e-d488-472a-b316-f4ca136eb41d,28,13,14,8,Remota,Bogotá,2016-02-01
223a1509-80e0-4aa7-81b4-af627dde149c,10,9,0,0,Híbrida,Bogotá,2017-12-20
0366307e-6e6f-41d2-b8a6-46151972b89a,19,14,4,3,Remota,Bogotá,2018-02-18
fe0c9be4-0fa3-4d50-b877-11215c4fc9af,21,14,9,5,Remota,Bogotá,2013-12-14
042b499f-0fdb-479b-ad32-6c234b787bcc,11,10,1,0,Híbrida,Bogotá,2019-07-20
d833da9c-109a-484e-8b7f-ee972a1ddbf3,11,10,1,0,Remota,Bogotá,2020-11-11
f3915cd5-acfc-4134-8230-4d0fa763bc06,26,13,15,9,Híbrida,Bogotá,2019-08-08
451c5bc6-2bcc-4d57-9e6f-89af6bacf01d,29,12,17,8,Híbrida,Medellín,2018-04-25
26049724-96a6-4f53-ac07-deefe4679acd,22,11,12,8,Remota,Pereira,2018-12-12
526cd58e-76f5-474d-bd85-7d279fa1f6c0,19,12,9,4,Remota,Bogotá,2013-04-13
38eec834-6c4c-4dc3-ab85-5008ed853104,30,12,14,8,Híbrida,Pereira,2015-07-24
a71665b8-b465-4e1a-9c22-e1508ae4003d,25,14,11,8,Híbrida,Bogotá,2020-05-11
1db4cbf0-d89e-42aa-aead-abd797c326ac,24,13,11,9,Remota,Bogotá,2017-04-10
ed0c7ace-185d-48fe-bf15-93ad76af8213,22,13,10,6,Híbrida,Medellín,2016-10-17
08c355b5-4ee5-4b9a-8716-91903e77dade,10,10,2,0,Híbrida,Cali,2018-05-07
36a17c8b-30fd-4312-a8d2-8b0ece7f3746,9,9,1,1,Híbrida,Medellín,2023-02-22
21fe7884-6786-4486-bd92-044acc2d1ebd,20,10,9,8,Remota,Bogotá,2023-11-20
0e0810f2-092d-4f0f-9125-27383da35807,15,11,6,3,Remota,Bogotá,2013-11-23
92c2aa1f-6b46-49be-bd49-72114abd58fb,11,8,6,3,Remota,Bogotá,2019-11-16
1b86cd2f-2974-4e7d-862b-43e08fd14f0d,12,10,2,0,Remota,Bogotá,2015-03-28
0f9648dd-8092-4f2d-bd08-c90f99b08d4f,21,13,11,7,Híbrida,Bogotá,2021-08-19
cc49279f-72eb-47a7-91e4-eeebf8280d03,14,11,4,4,Híbrida,Bogotá,2014-08-31
038745a7-4d3b-454d-8bed-3ab52e23c8de,24,13,11,6,Híbrida,Pereira,2017-06-23
dc43efcc-ae86-4adc-972f-3735052824bc,30,13,14,11,Remota,Bogotá,2016-10-27
1ee80300-24a3-47e1-9c5a-a5494d51a7c9,26,15,9,6,Híbrida,Medellín,2020-08-12
5b4c7dea-9a2d-48ec-8c57-a0e62e5d9c4b,15,12,7,3,Remota,Bogotá,2014-11-19
cdf3776e-79c4-4690-afb2-9ae37dc6eb3c,17,10,7,5,Remota,Cartagena,2023-11-07
d3a36523-e4be-413b-8fa3-904e0587b1e8,27,13,13,8,Remota,Cali,2017-08-07
e5f8b0d4-e0b9-4dde-b577-8cd76e49317d,22,13,7,4,Remota,Cali,2023-07-17
2441a196-5ccd-42f0-9dbc-50fbc2669637,24,11,12,7,Remota,Pereira,2017-04-02
0bd1ac8f-bdbe-4b6e-8e22-a09f726005ea,30,17,12,9,Híbrida,Cali,2020-09-13
0faaaa18-df21-4fe4-b5da-f1671acdc30e,27,13,14,8,Remota,Bogotá,2019-10-13
7f264daf-1100-48c9-a40a-8598e26b7020,21,13,10,4,Híbrida,Medellín,2014-11-22
c8a985bd-dc85-443f-86dd-262089c263fb,16,11,7,3,Remota,Medellín,2015-10-30
309d734c-362f-49ed-a490-88245561b5d0,16,12,7,4,Híbrida,Bogotá,2023-06-21
4146eca7-f761-4716-ab48-1a94ef5c956b,13,10,2,1,Remota,Cartagena,2015-12-13
3e4104dd-b807-4ed6-b80c-fabc4ba8bd0f,13,11,1,3,Híbrida,Bogotá,2013-07-07
e6ab8e20-efbe-446d-82c3-981863b2186a,25,12,9,8,Remota,Bogotá,2021-11-02
a2fb9ba4-9c2b-4f86-a2e4-06c061407261,18,14,4,2,Remota,Cartagena,2020-10-17
078275e6-92e5-4712-9959-3490044a581c,24,11,9,8,Remota,Cali,2016-07-13
c58a740e-ee94-482e-8c14-4230a0bf88f5,12,11,2,3,Híbrida,Medellín,2023-04-24
0e654f1d-c4ef-4af9-b78c-eb520e1bbef0,27,11,13,9,Remota,Cartagena,2022-06-29
97148b4e-9973-4ecd-9963-0d13c2998e71,17,10,8,7,Remota,Cali,2016-10-09
c924127d-196f-45f2-9b29-d40021d1a7c1,14,12,5,3,Híbrida,Bogotá,2014-07-12
a6970c75-fc7d-4f11-9a5c-20eaf3b5dff6,24,11,11,8,Remota,Cali,2017-06-27
3cd2ea1e-c9b8-43db-8854-5edc48114d56,18,14,3,4,Híbrida,Cali,2022-03-19
cb137f99-4000-49d2-a3b5-e363800d2ebf,25,16,10,7,Híbrida,Cali,2022-02-12
26beb44e-dc5d-4164-87e6-7d71a18a703d,14,11,5,3,Híbrida,Pereira,2020-05-01
c1864b02-30ba-4099-a5ff-e293c8f69585,23,14,8,7,Híbrida,Medellín,2023-08-03
82a5e8d8-6f81-45de-acf1-86657a341d8a,23,11,11,5,Híbrida,Bogotá,2022-12-26
73f03484-c246-40d8-9245-97c6d1a36ba7,29,12,11,8,Remota,Bogotá,2015-06-03
32850f4b-fce3-44c2-a24f-ccbcd724bac7,13,10,4,4,Híbrida,Bogotá,2013-12-20
c74f316a-f237-4e73-b4fd-0bd0bb35001f,29,10,15,9,Híbrida,Medellín,2020-03-16
7690cc8e-46a7-43b3-8047-556d43b82e8e,12,11,2,0,Híbrida,Pereira,2015-06-17
4735fa82-ddd8-4355-b2de-6d10f3032db7,30,12,13,7,Híbrida,Bogotá,2019-12-21
a5108a96-6192-4ba8-8b42-22f5973c9efa,14,11,2,2,Remota,Bogotá,2013-11-06
6fa3e0b0-346f-4df4-a9e7-51ee728be40c,19,13,5,5,Remota,Bogotá,2018-04-18
3b5ec2e1-bdd4-4e49-8cda-8940f478f250,20,15,5,4,Híbrida,Medellín,2016-07-22
2c3f1337-4e08-4f4c-9860-5236d4cadfbd,22,16,8,3,Híbrida,Bogotá,2021-10-23
d11b11c2-f5d2-49dc-a191-00bfa22b31a5,19,11,8,5,Remota,Cali,2013-09-02
a63a3e1d-dcbc-4d1e-9f8e-925a186967bb,14,14,0,0,Híbrida,Pereira,2016-12-01
a1a48639-0715-4bfe-8467-5e10bdf7d8e1,21,14,6,5,Remota,Bogotá,2017-03-01
775abd64-3a9c-425d-96c9-e78e3ba59ffd,23,12,10,6,Remota,Medellín,2022-01-06
707cd0d3-a8bd-4a30-9cc8-2f808d10d9da,28,13,13,7,Remota,Bogotá,2020-02-20
57c30216-854d-4216-9ad0-51a8fe8efe23,19,14,6,4,Híbrida,Bogotá,2021-11-03
89d6bccf-0100-4fb0-b4fc-70feeaffbc44,25,10,13,9,Remota,Medellín,2021-05-22
8e7f997f-66f7-4155-a18d-9e6597e900df,25,14,12,9,Remota,Bogotá,2013-06-01
a93440d9-223b-4392-ac7a-83e70c5b979f,20,15,8,4,Híbrida,Medellín,2014-11-06
f4e0c973-e608-47c6-9075-5f06d2336772,27,11,14,6,Remota,Bogotá,2021-11-21
d83d8224-e7ef-491f-a31a-4ee7d9daa09f,12,10,2,1,Híbrida,Pereira,2017-04-18
a38d646f-e3a2-406a-9cb8-6cb262e1a150,30,10,14,10,Remota,Bogotá,2014-01-12
05175182-6f37-4244-be6a-4409f39d7709,27,13,12,7,Remota,Cartagena,2016-08-18
3e3e3db8-0675-4379-904f-ef28a7588027,16,11,6,4,Híbrida,Bogotá,2014-09-04
5e4b983e-9fb9-4083-b74c-640b1c27d67f,30,9,14,9,Híbrida,Cali,2016-09-13
015981f4-a14c-4881-a214-cb5c79feb177,26,14,9,4,Remota,Bogotá,2023-11-19
2d763a74-7ec5-4284-926d-b830d2beea74,27,11,14,9,Remota,Medellín,2013-03-22
cef54de4-0c49-4bfa-940f-aa25bb36d050,17,14,4,0,Remota,Bogotá,2016-02-11
1b8bad85-04fe-424f-936f-17fbffae97a9,25,12,10,9,Remota,Medellín,2020-06-01
8e2c9d23-ddb9-43ce-a40a-b7194af77042,20,11,8,5,Remota,Medellín,2016-07-15
e54451ab-1493-4660-9954-7a7473a5aa82,14,12,3,3,Remota,Cartagena,2015-01-07
57f2d5ae-08ea-493f-bcb2-b24ddac39459,24,13,10,9,Remota,Cartagena,2020-10-08
5168d8ac-d6ab-4148-8ef9-8549f6272ace,21,15,6,4,Remota,Cali,2015-04-26
00a72648-03f3-4008-976c-995a52e94ccd,16,13,3,2,Remota,Bogotá,2018-08-20
b03b5d5a-726a-4573-888f-f0893ebb56fb,12,12,1,0,Remota,Bogotá,2017-08-14
403a07a3-240f-4dfb-8a91-fe1a843e61b1,16,10,6,6,Híbrida,Cartagena,2022-04-08
31702158-101f-4fe1-8409-94f19c66946b,13,11,2,1,Híbrida,Medellín,2019-09-22
bfe9ecee-8798-4fd8-b28e-6f35bf085050,13,10,2,2,Híbrida,Pereira,2018-06-24
fc0377b7-4236-46a5-b155-ee256da2f62c,18,14,2,3,Híbrida,Cali,2016-03-12
f7df8aa0-cff7-4e78-b2ad-a99e4b368af6,21,15,5,6,Remota,Pereira,2015-07-30
af58ef5a-2420-4d5d-a483-37f95722eaf8,25,13,14,8,Híbrida,Bogotá,2019-11-23
52d3eb4a-b26b-4f6f-9c00-506f1abcbc22,28,12,14,9,Híbrida,Cartagena,2014-04-21
7c5fff09-c853-4ef1-b5cb-94651e3d0417,15,15,0,1,Híbrida,Medellín,2016-05-03
15aa0c21-bf85-44c0-85c4-e6ee8ec4c7ea,22,10,9,7,Híbrida,Bogotá,2021-05-24
00c67d74-a952-4001-ac2f-f84d274c19e4,12,9,5,2,Remota,Medellín,2021-02-13
e364c39a-de07-4d20-b0fc-6e76f19d63b6,11,9,1,1,Remota,Medellín,2020-01-25
c738109a-3303-4ae8-be1c-f78869dd36b2,14,11,4,2,Híbrida,Cartagena,2016-01-29
8c06f81e-1876-4f8c-9c8a-78516b3efb5b,22,12,7,6,Remota,Bogotá,2021-06-27
8ab06c9f-7be2-4859-8abe-069546e0cf8d,12,11,5,3,Híbrida,Medellín,2022-05-06
ba0a0029-881a-43c8-a278-8f4e96623c92,25,12,12,8,Remota,Bogotá,2015-05-31
60e784f8-6bb4-4c9e-bc5c-70da197ac9b2,21,12,8,5,Híbrida,Pereira,2016-04-22
32e4d1e7-3e52-4cae-88f6-7ba4addce70e,20,14,4,3,Híbrida,Cali,2013-01-16
8100d7f5-7d98-4631-8a21-e2da31bdfa54,29,13,15,8,Híbrida,Bogotá,2023-04-30
ee91e5e8-058b-448d-9c2c-b6e868549470,11,10,2,1,Remota,Medellín,2023-07-03
a0e7a5c3-843a-4053-953a-4e1fc84c023c,14,13,0,1,Híbrida,Cali,2017-11-26
8963740a-20ce-4f62-b9e1-f55198d7b72e,19,10,7,4,Híbrida,Cartagena,2017-01-03
ab31e69e-a44f-4d94-9e6a-8b7698f6320c,30,11,17,8,Remota,Bogotá,2015-07-17
c9d126ec-63d5-4913-bd33-dcb8ed94edae,23,13,10,7,Remota,Bogotá,2022-08-04
f2ebb0eb-3cf6-41fd-b0db-d7b72becd398,13,10,5,2,Remota,Medellín,2020-06-06
806aae34-089a-4e50-9111-ea8408f90978,23,12,9,6,Remota,Bogotá,2014-07-07
39bbb401-1942-4067-b8e5-d00993dae41f,12,10,4,2,Híbrida,Bogotá,2020-01-01
b119d9cf-5f46-43a9-80cc-227f7f169322,27,13,12,8,Remota,Medellín,2015-09-08
f745a032-1bb9-4bd8-a150-6f6fe0f35d56,27,13,13,8,Híbrida,Bogotá,2018-06-17
423dab5d-70c8-4dde-a69c-b34d7c225c06,21,12,6,4,Híbrida,Medellín,2019-04-15
92b5aade-5183-4cca-8fbe-c1b4728a1063,26,12,12,8,Remota,Bogotá,2017-12-26
25c4519b-5625-4fe9-b8c0-d613d7e53c0b,30,12,15,10,Remota,Medellín,2013-02-28
37e73d8c-8889-4fbb-b1db-8d368b6920c7,21,14,9,6,Híbrida,Cali,2014-12-14
7882bdb4-355b-445d-96d4-db0a9136053d,30,13,14,8,Remota,Medellín,2019-09-06
09c1b5b2-a9ba-4747-a330-32adc4f86928,25,12,11,8,Remota,Bogotá,2013-02-19
dd9f2692-a54f-4206-9edb-16231c4eae06,27,13,15,9,Remota,Cartagena,2016-03-01
b4062c3f-50d1-4f3c-b7a6-6f1ba9c91ada,14,12,4,2,Híbrida,Pereira,2017-11-03
a9dc3e47-19d7-4124-95a0-8aa0b5b1862d,29,15,13,9,Remota,Medellín,2014-07-03
64ed71fb-c4ff-4395-a808-cabfadc2e984,12,11,1,0,Híbrida,Bogotá,2020-06-23
d0f6ee98-8dff-42e9-bb4f-92f6a636197d,29,14,14,9,Híbrida,Bogotá,2023-07-19
efbd48e6-7418-4aaa-b7bb-5880bfedd47c,13,12,3,2,Remota,Medellín,2020-01-17
7c569147-ab35-4c94-81c8-7966f3dfdb21,13,12,3,2,Remota,Medellín,2023-06-02
d282e10d-5842-4f2d-8816-b1ef2f2f6ffb,24,17,7,5,Híbrida,Medellín,2017-01-22
a55a78b0-223b-4cc9-a7ba-475e647444eb,30,12,14,9,Remota,Bogotá,2021-11-23
0b586eb9-31ea-457c-ae59-36ab14d35876,15,11,2,4,Remota,Bogotá,2021-06-23
18be8773-19a1-4546-81ff-489a2eba4c03,25,11,12,8,Remota,Medellín,2013-10-24
fc1b83d9-5ffe-4a6e-9db8-4b7d8cee2a4a,11,10,0,0,Híbrida,Bogotá,2015-05-26
a4f8ebd6-9a83-4369-ad8c-36801b894fd0,19,12,8,4,Remota,Cali,2023-07-21
b000e415-f800-4418-8162-268345881c0a,16,13,3,2,Remota,Cali,2020-12-21
8b6f2241-6970-45e5-ae06-e1b8630d050a,26,14,11,6,Remota,Cartagena,2014-09-01
cafc0e94-f77c-4eb9-a64e-294fcc55e3d2,23,14,8,6,Remota,Cali,2013-06-06
6a14eb4c-b65e-4fd9-bd98-4e97fcc576f0,29,12,15,8,Remota,Bogotá,2021-12-17
0156054e-d4d6-477f-a88e-d4aa4a459eaa,22,10,11,6,Híbrida,Cartagena,2016-06-14
bcc7cbca-baa6-4cef-b659-7ee54e8943d6,30,9,15,10,Híbrida,Bogotá,2014-02-05
27490936-5ded-43b6-9613-a7d345749148,26,13,13,9,Híbrida,Bogotá,2013-09-07
e5c865da-ebf5-4734-be74-1ed190a3492a,10,10,1,0,Híbrida,Cartagena,2016-10-20
82e1b29b-84e8-4560-86ef-91a549c5716c,28,13,12,9,Híbrida,Medellín,2013-11-30
438d9f89-d67f-43f2-9421-4d8afb32c3ad,29,12,13,6,Remota,Bogotá,2023-06-02
11ad5b75-8fe0-4791-80b1-96f7935183b3,20,13,9,5,Remota,Medellín,2018-02-28
c6880090-1e1b-430a-a489-a249f1340050,23,15,8,7,Remota,Cali,2020-08-08
171a962c-20f5-4f83-8229-b379d1ce4b58,25,13,11,5,Remota,Bogotá,2017-02-26
d36879fd-669d-40bf-ad12-99bdcb154b9f,27,13,12,5,Híbrida,Bogotá,2014-10-28
28ae58ea-0835-46c0-8c56-a3efb6435921,14,11,3,2,Remota,Cartagena,2014-03-18
2920828e-b6ab-48fe-a7ff-1b951aa3e8e9,18,14,8,5,Híbrida,Medellín,2022-03-03
686bc735-b044-4324-ba5c-845c47ed73fc,22,12,10,7,Remota,Pereira,2017-08-07
647041eb-0e20-4f9c-a4d1-6289129c32db,22,11,9,9,Remota,Bogotá,2019-08-13
c2bd2a7d-3871-4651-bd23-8724e32f3923,16,12,6,3,Remota,Cartagena,2018-05-22
dc9aaa5c-0ab9-486f-b89a-2d9287ac36b8,24,15,10,7,Remota,Bogotá,2015-06-26
bd7c6455-6eb0-48b9-bc26-634a05547e2a,16,14,4,2,Híbrida,Cali,2021-11-11
24733480-850a-4a2d-9aa4-31e30156a8d2,21,12,11,6,Remota,Bogotá,2021-01-22
3eaa115f-870e-4da7-bb14-24dbf786fb57,20,13,8,6,Híbrida,Pereira,2014-01-10
0d8fe12c-7121-47e6-8293-3deb87968195,10,9,4,3,Híbrida,Medellín,2022-09-21
cb1a5e9d-08ae-457a-ab95-477314f230be,18,14,3,2,Remota,Medellín,2021-11-27
8f746717-070f-45ed-9d11-5c20363a7b4d,20,13,6,3,Remota,Bogotá,2015-12-28
046a9b81-6e1a-4b85-a51c-38cb141d0c61,22,12,8,5,Remota,Cartagena,2021-02-19
cb5de5d0-453d-48dc-b8cc-5e9da8879b79,17,12,4,4,Remota,Bogotá,2023-06-20
b5ddb032-bec0-4d6d-a87b-96781385f9e2,27,13,13,9,Remota,Medellín,2022-08-19
1128cba2-a5f7-4b3c-9e66-1ed0f8af820e,18,12,4,5,Remota,Bogotá,2013-12-16
1c5ceff3-81c4-438d-9ac6-fcf2007d9af9,28,11,13,8,Remota,Cali,2022-09-17
426fc585-693a-4c1a-bbec-30d025895814,20,12,9,7,Remota,Cali,2015-06-21
ad716d92-e632-49a2-a48a-021067bef90d,11,10,0,2,Híbrida,Bogotá,2020-12-22
6c7ada6a-9fbe-4810-9f46-78e1c9f39a2a,30,9,14,9,Remota,Medellín,2019-05-14
267f6c19-4d28-44eb-8c79-9cccd0125b07,18,11,7,4,Remota,Cali,2013-01-23
37224f7a-906e-43ff-a112-98d05252af74,29,10,12,9,Remota,Cali,2019-01-28
73256bff-9f78-49f8-bd74-b2741bbe9b20,12,10,2,2,Remota,Medellín,2019-06-27
c374f1ee-7a44-4b2f-bc00-1f11b8a92d93,22,14,9,6,Híbrida,Bogotá,2016-04-22
305c51fe-d9f0-4f00-bce4-005eb0dbd2cc,19,14,7,4,Remota,Pereira,2021-01-19
ec54e025-534d-4450-aa9f-2a7c6c6f9c2b,25,14,10,8,Remota,Medellín,2021-10-25
5e867282-8af9-422a-a0ae-7214111a7174,11,9,5,3,Híbrida,Bogotá,2013-05-02
56494e6a-6a9f-4604-b652-7a808945cc79,19,14,8,6,Remota,Bogotá,2015-10-11
aafda408-21aa-484a-9cc6-865abe98acfe,25,14,9,9,Híbrida,Bogotá,2020-05-29
bd6737ab-5470-454a-81ce-1ee539bbace3,30,10,16,10,Remota,Cartagena,2015-12-10
e9108902-743e-40f0-99c7-da94869bb585,15,12,1,2,Remota,Cali,2013-03-17
93284e2f-669e-454c-be63-c1405b1c6902,22,10,10,7,Remota,Bogotá,2021-04-02
9d880822-6016-4b1b-9361-a55211508d2b,25,11,11,7,Remota,Pereira,2017-11-22
32b1d5bf-e379-419a-8592-3dd8e6976c6f,23,14,10,6,Remota,Cartagena,2015-11-28
ad906b8f-41f9-4a31-b7ba-e33569b853ed,14,11,4,3,Híbrida,Medellín,2013-12-30
1664778f-5c9e-4514-8a42-0348f6c473b4,14,10,6,3,Remota,Medellín,2018-08-01
0bfb51f4-a1e0-4675-97be-f0d73e78ea4a,13,12,2,1,Remota,Bogotá,2015-04-03
a676d4ca-e06f-4e2e-a8d2-a1f6e61717a0,24,12,11,9,Remota,Bogotá,2023-07-01
d53727b7-80d2-4b33-bcb5-5688d148bb46,23,13,11,8,Híbrida,Medellín,2017-12-17
76565625-10ae-43e5-8acc-373f8a11292c,13,12,4,3,Remota,Pereira,2016-03-18
c6980439-daea-4441-b072-dd61bb7eaa20,25,14,10,7,Híbrida,Cartagena,2016-09-23
3bb77be8-14d3-4e11-a2fe-c906d75f275f,26,11,13,8,Remota,Cartagena,2015-09-18
1b7a5192-32ca-4f2e-a4a8-cb49d960564d,18,12,3,3,Híbrida,Bogotá,2023-03-13
aac816b6-ecec-4595-995e-071df9aaac41,22,12,10,5,Remota,Bogotá,2021-02-10
657d0672-839d-4d06-beaa-b40f3b7a5ebc,28,12,11,10,Remota,Bogotá,2014-01-14
608d155d-b2df-430d-8759-00301aa995a0,20,14,7,4,Híbrida,Medellín,2023-10-04
5733e45a-d289-4cd7-b122-b6d64a8e3045,10,9,0,0,Híbrida,Bogotá,2015-03-18
cb3ec6f0-4450-4efd-b8db-d38b729e0297,20,13,6,4,Remota,Bogotá,2021-07-30
2dfdbeba-541c-4e4c-91bb-4c675901c2a6,19,11,8,6,Remota,Medellín,2019-05-02
65cc0056-05b2-469d-88fd-a313e77a4746,16,11,5,4,Remota,Bogotá,2023-08-25
6f0c4af8-8003-4cbf-a3ff-49aaad333f7e,21,17,6,4,Remota,Bogotá,2021-04-11
0e146f87-303a-48fc-8ad9-e5ae1d8efcee,16,15,2,2,Remota,Pereira,2020-02-21
a6096ecc-58a3-4506-a79e-f3cd70136f7e,25,10,13,7,Híbrida,Cali,2022-06-15
f72076b2-2e0a-4e52-9830-9c6f8421d026,18,13,4,2,Híbrida,Cali,2023-01-25
3a4db3b0-6608-4544-8ae4-cb481e9d1a22,28,10,15,9,Híbrida,Cali,2020-07-15
eeb4e616-a989-4a4e-a45e-a7ba66740128,15,12,4,2,Remota,Bogotá,2016-12-22
f3f38375-11e8-44a4-aba1-825069ca82b5,25,9,14,9,Remota,Medellín,2015-04-09
05a79252-5e47-4c14-8bf8-b4ca8d069a5e,11,10,0,2,Remota,Medellín,2022-03-15
84a8d99e-f290-47ba-8ef4-f59502e4845a,26,9,15,9,Remota,Bogotá,2014-07-19
79cbd396-d541-40be-ba42-b09f3ad48e08,10,9,1,1,Remota,Bogotá,2018-09-30
9a2cecb3-da77-4fc7-886a-05e8660db63d,27,13,15,7,Remota,Cartagena,2016-03-27
d5b228a3-29e3-497b-9d39-9994e3a8b826,16,13,2,2,Remota,Bogotá,2013-02-10
ce9f4825-4bb2-4614-b604-f6b2f3819fab,12,11,3,2,Híbrida,Cali,2017-06-12
74038724-cf45-4933-bd15-dc64e87c4e40,25,13,11,8,Remota,Medellín,2023-05-28
7b37621b-ff77-4137-967a-b50d363ed01b,19,12,7,6,Remota,Cartagena,2013-09-02
c9769313-ac7f-45a1-934d-c3ed48b247b9,27,12,13,7,Remota,Cartagena,2016-11-24
461ed3d6-d547-4a98-abae-d17545ee258e,9,8,1,1,Remota,Bogotá,2017-07-08
99c0393b-cae2-4021-8dfb-f65211612083,21,14,7,7,Remota,Bogotá,2020-02-13
8eded0e9-d8e8-4d7a-b14f-b2bd2e3829ff,8,7,2,1,Híbrida,Bogotá,2014-01-02
655ac5cc-ea1e-4675-a48f-3d849ccad92f,20,15,5,5,Remota,Cali,2020-04-11
1c88b1e8-7adf-44f1-93b7-68278db1db97,21,14,8,4,Remota,Bogotá,2019-12-18
844ee217-6b77-4bac-a76a-04451b8e8af5,20,15,6,5,Remota,Bogotá,2015-02-28
3223e68d-9685-434c-932f-1cd98f6cce30,21,8,11,7,Remota,Cali,2014-05-18
cb941323-ac29-4f3b-893e-10711e5690b3,14,10,4,3,Remota,Bogotá,2020-06-08
fe31e10a-444b-4bff-b36b-78a0a8ed94cb,25,12,9,8,Híbrida,Cali,2014-03-12
446a9526-d2ac-4c01-914b-cf5ab651c6a1,12,10,2,1,Remota,Cartagena,2021-12-30
645dc6e6-c3e7-48ca-ac5f-f149f54487ec,21,12,9,6,Remota,Cartagena,2020-01-22
c4b88313-7dea-4a27-8161-cc07549cdb67,12,11,0,1,Remota,Medellín,2021-07-06
8c70bcfb-6b59-4997-8e48-722f696f4617,30,12,15,9,Remota,Cali,2022-12-17
35407101-f99f-42b7-b730-4e4c5d336e54,24,13,10,9,Híbrida,Bogotá,2023-07-26
0d205f50-337b-428b-9990-37362c8a4a0b,27,11,13,10,Remota,Bogotá,2014-07-30
a704d943-1361-4605-81e7-8e6663e3cdb2,30,10,17,9,Híbrida,Bogotá,2023-10-24
a8ea4791-c3f9-4cc1-b2a1-b855b16ba1ff,25,8,13,10,Remota,Bogotá,2017-10-26
